//LOGDATA
///INDEX 1
DATE              :2025/06/07 10:48:34
EVENT             :STOP
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :CLEAN-R1_KM_3P
LINE              :0053
STOP FACTOR       :HOLD
DETAIL FACTOR 1   :PP HOLD

///INDEX 164
DATE              :2025/06/07 10:31:19
EVENT             :START
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :X2_55B(90,0)
LINE              :0285

///INDEX 165
DATE              :2025/06/07 10:31:17
EVENT             :STOP
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :X2_55B(90,0)
LINE              :0285
STOP FACTOR       :HOLD
DETAIL FACTOR 1   :PP HOLD

///INDEX 166
DATE              :2025/06/07 10:31:16
EVENT             :START
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :X2_55B(90,0)
LINE              :0280

///INDEX 167
DATE              :2025/06/07 10:31:15
EVENT             :STOP
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :X2_55B(90,0)
LINE              :0280
STOP FACTOR       :HOLD

///INDEX 168
DATE              :2025/06/07 10:20:20
EVENT             :START
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :X2_34-37(-90,0)
LINE              :0626

///INDEX 169
DATE              :2025/06/07 10:20:18
EVENT             :PLAY MODE
LOGIN NAME        :melika

///INDEX 170
DATE              :2025/06/07 10:20:16
EVENT             :STOP
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :X2_34-37(-90,0)
LINE              :0626
STOP FACTOR       :KEY OFF

///INDEX 171
DATE              :2025/06/07 10:20:15
EVENT             :TEST
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :X2_34-37(-90,0)
LINE              :0625

///INDEX 172
DATE              :2025/06/07 10:20:13
EVENT             :SAFETY FENCE OPEN
LOGIN NAME        :melika

///INDEX 173
DATE              :2025/06/07 10:20:13
EVENT             :SPEED OVERRIDE SETTING
LOGIN NAME        :melika
OVERRIDE STATUS   :INVALID
SPEED RATIO       :100

///INDEX 174
DATE              :2025/06/07 10:20:13
EVENT             :TEACH MODE
LOGIN NAME        :melika

///INDEX 175
DATE              :2025/06/07 10:07:08
EVENT             :STOP
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :X2_34-37(-90,0)
LINE              :0625
STOP FACTOR       :SERVO OFF
DETAIL FACTOR 1   :ALARM STOP QUE

///INDEX 176
DATE              :2025/06/07 09:31:08
EVENT             :START
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :SEARCH-R1-S13D
LINE              :0012

///INDEX 177
DATE              :2025/06/07 09:30:58
EVENT             :SAFETY FENCE OPEN
LOGIN NAME        :melika

///INDEX 178
DATE              :2025/06/07 09:30:58
EVENT             :STOP
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :SEARCH-R1-S13D
LINE              :0012
STOP FACTOR       :HOLD

///INDEX 179
DATE              :2025/06/07 09:27:11
EVENT             :START
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :X2_29-32(-90,180)
LINE              :0542

///INDEX 180
DATE              :2025/06/07 09:27:09
EVENT             :PLAY MODE
LOGIN NAME        :melika

///INDEX 181
DATE              :2025/06/07 09:27:08
EVENT             :STOP
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :X2_29-32(-90,180)
LINE              :0542
STOP FACTOR       :SERVO OFF
DETAIL FACTOR 1   :PP ENABLE SWITCH

///INDEX 182
DATE              :2025/06/07 09:27:07
EVENT             :TEST
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :X2_29-32(-90,180)
LINE              :0541

///INDEX 183
DATE              :2025/06/07 09:27:04
EVENT             :SAFETY FENCE OPEN
LOGIN NAME        :melika

///INDEX 184
DATE              :2025/06/07 09:27:04
EVENT             :SPEED OVERRIDE SETTING
LOGIN NAME        :melika
OVERRIDE STATUS   :INVALID
SPEED RATIO       :100

///INDEX 185
DATE              :2025/06/07 09:27:04
EVENT             :TEACH MODE
LOGIN NAME        :melika

///INDEX 186
DATE              :2025/06/07 09:27:01
EVENT             :PLAY MODE
LOGIN NAME        :melika

///INDEX 187
DATE              :2025/06/07 09:26:49
EVENT             :SAFETY FENCE OPEN
LOGIN NAME        :melika

///INDEX 188
DATE              :2025/06/07 09:26:48
EVENT             :SPEED OVERRIDE SETTING
LOGIN NAME        :melika
OVERRIDE STATUS   :INVALID
SPEED RATIO       :100

///INDEX 189
DATE              :2025/06/07 09:26:48
EVENT             :TEACH MODE
LOGIN NAME        :melika

///INDEX 190
DATE              :2025/06/07 09:25:42
EVENT             :STOP
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :X2_29-32(-90,180)
LINE              :0541
STOP FACTOR       :SERVO OFF
DETAIL FACTOR 1   :ALARM STOP QUE

///INDEX 191
DATE              :2025/06/07 08:41:26
EVENT             :START
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :MASTER_X2_5441372010_REV_O
LINE              :0156

///INDEX 192
DATE              :2025/06/07 08:40:26
EVENT             :SAFETY FENCE OPEN
LOGIN NAME        :melika

///INDEX 193
DATE              :2025/06/07 08:27:41
EVENT             :STOP
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :MASTER_X2_5441372010_REV_O
LINE              :0156
STOP FACTOR       :PAUSE COMM

///INDEX 194
DATE              :2025/06/07 06:57:38
EVENT             :START
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :X2_24A(90,180)
LINE              :0150

///INDEX 195
DATE              :2025/06/07 06:57:36
EVENT             :PLAY MODE
LOGIN NAME        :melika

///INDEX 196
DATE              :2025/06/07 06:57:36
EVENT             :STOP
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :X2_24A(90,180)
LINE              :0150
STOP FACTOR       :SERVO OFF
DETAIL FACTOR 1   :PP ENABLE SWITCH

///INDEX 197
DATE              :2025/06/07 06:57:35
EVENT             :TEST
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :X2_24A(90,180)
LINE              :0148

///INDEX 198
DATE              :2025/06/07 06:57:31
EVENT             :SAFETY FENCE OPEN
LOGIN NAME        :melika

///INDEX 199
DATE              :2025/06/07 06:57:31
EVENT             :SPEED OVERRIDE SETTING
LOGIN NAME        :melika
OVERRIDE STATUS   :INVALID
SPEED RATIO       :100

///INDEX 200
DATE              :2025/06/07 06:57:31
EVENT             :TEACH MODE
LOGIN NAME        :melika

///INDEX 201
DATE              :2025/06/07 06:54:00
EVENT             :STOP
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :X2_24A(90,180)
LINE              :0148
STOP FACTOR       :SERVO OFF
DETAIL FACTOR 1   :ALARM STOP QUE

///INDEX 202
DATE              :2025/06/07 06:20:48
EVENT             :START
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :X2_8B-21B(90,180)_REV_O
LINE              :0525

///INDEX 203
DATE              :2025/06/07 06:18:20
EVENT             :STOP
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :X2_8B-21B(90,180)_REV_O
LINE              :0525
STOP FACTOR       :PAUSE COMM

///INDEX 204
DATE              :2025/06/07 06:08:05
EVENT             :START
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :X2_8A-21A(90,0)_REV_O
LINE              :1731

///INDEX 205
DATE              :2025/06/07 06:08:03
EVENT             :PLAY MODE
LOGIN NAME        :melika

///INDEX 206
DATE              :2025/06/07 06:08:01
EVENT             :STOP
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :X2_8A-21A(90,0)_REV_O
LINE              :1731
STOP FACTOR       :DONE

///INDEX 207
DATE              :2025/06/07 06:07:58
EVENT             :NEXT
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :X2_8A-21A(90,0)_REV_O
LINE              :1731

///INDEX 208
DATE              :2025/06/07 06:07:51
EVENT             :SAFETY FENCE OPEN
LOGIN NAME        :melika

///INDEX 209
DATE              :2025/06/07 06:07:51
EVENT             :SPEED OVERRIDE SETTING
LOGIN NAME        :melika
OVERRIDE STATUS   :INVALID
SPEED RATIO       :100

///INDEX 210
DATE              :2025/06/07 06:07:51
EVENT             :TEACH MODE
LOGIN NAME        :melika

///INDEX 211
DATE              :2025/06/07 06:07:12
EVENT             :STOP
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :X2_8A-21A(90,0)_REV_O
LINE              :1730
STOP FACTOR       :SERVO OFF
DETAIL FACTOR 1   :ALARM STOP QUE

///INDEX 212
DATE              :2025/06/07 06:02:14
EVENT             :START
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :X2_8A-21A(90,0)_REV_O
LINE              :1505

///INDEX 213
DATE              :2025/06/07 06:02:01
EVENT             :SAFETY FENCE OPEN
LOGIN NAME        :melika

///INDEX 214
DATE              :2025/06/07 06:02:00
EVENT             :STOP
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :X2_8A-21A(90,0)_REV_O
LINE              :1505
STOP FACTOR       :HOLD
DETAIL FACTOR 1   :PP HOLD

///INDEX 215
DATE              :2025/06/07 06:01:01
EVENT             :START
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :X2_8A-21A(90,0)_REV_O
LINE              :1459

///INDEX 216
DATE              :2025/06/07 06:00:10
EVENT             :SAFETY FENCE OPEN
LOGIN NAME        :melika

///INDEX 217
DATE              :2025/06/07 06:00:08
EVENT             :STOP
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :X2_8A-21A(90,0)_REV_O
LINE              :1459
STOP FACTOR       :HOLD
DETAIL FACTOR 1   :PP HOLD

///INDEX 218
DATE              :2025/06/07 06:00:07
EVENT             :START
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :X2_8A-21A(90,0)_REV_O
LINE              :1459

///INDEX 219
DATE              :2025/06/07 06:00:05
EVENT             :PLAY MODE
LOGIN NAME        :melika

///INDEX 220
DATE              :2025/06/07 06:00:02
EVENT             :SAFETY FENCE OPEN
LOGIN NAME        :melika

///INDEX 221
DATE              :2025/06/07 06:00:02
EVENT             :SPEED OVERRIDE SETTING
LOGIN NAME        :melika
OVERRIDE STATUS   :INVALID
SPEED RATIO       :100

///INDEX 222
DATE              :2025/06/07 06:00:02
EVENT             :TEACH MODE
LOGIN NAME        :melika

///INDEX 223
DATE              :2025/06/07 05:59:58
EVENT             :STOP
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :X2_8A-21A(90,0)_REV_O
LINE              :1459
STOP FACTOR       :HOLD
DETAIL FACTOR 1   :PP HOLD

///INDEX 224
DATE              :2025/06/07 05:59:55
EVENT             :START
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :X2_8A-21A(90,0)_REV_O
LINE              :1459

///INDEX 225
DATE              :2025/06/07 05:59:53
EVENT             :PLAY MODE
LOGIN NAME        :melika

///INDEX 226
DATE              :2025/06/07 05:59:49
EVENT             :SAFETY FENCE OPEN
LOGIN NAME        :melika

///INDEX 227
DATE              :2025/06/07 05:59:49
EVENT             :SPEED OVERRIDE SETTING
LOGIN NAME        :melika
OVERRIDE STATUS   :INVALID
SPEED RATIO       :100

///INDEX 228
DATE              :2025/06/07 05:59:49
EVENT             :TEACH MODE
LOGIN NAME        :melika

///INDEX 229
DATE              :2025/06/07 05:59:44
EVENT             :STOP
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :X2_8A-21A(90,0)_REV_O
LINE              :1459
STOP FACTOR       :HOLD
DETAIL FACTOR 1   :PP HOLD

///INDEX 230
DATE              :2025/06/07 05:59:43
EVENT             :START
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :X2_8A-21A(90,0)_REV_O
LINE              :1459

///INDEX 231
DATE              :2025/06/07 05:59:41
EVENT             :PLAY MODE
LOGIN NAME        :melika

///INDEX 232
DATE              :2025/06/07 05:59:38
EVENT             :STOP
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :X2_8A-21A(90,0)_REV_O
LINE              :1459
STOP FACTOR       :SERVO OFF
DETAIL FACTOR 1   :PP ENABLE SWITCH

///INDEX 233
DATE              :2025/06/07 05:59:37
EVENT             :TEST
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :X2_8A-21A(90,0)_REV_O
LINE              :1458

///INDEX 234
DATE              :2025/06/07 05:59:34
EVENT             :SAFETY FENCE OPEN
LOGIN NAME        :melika

///INDEX 235
DATE              :2025/06/07 05:59:34
EVENT             :SPEED OVERRIDE SETTING
LOGIN NAME        :melika
OVERRIDE STATUS   :INVALID
SPEED RATIO       :100

///INDEX 236
DATE              :2025/06/07 05:59:34
EVENT             :TEACH MODE
LOGIN NAME        :melika

///INDEX 237
DATE              :2025/06/07 05:53:47
EVENT             :STOP
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :X2_8A-21A(90,0)_REV_O
LINE              :1458
STOP FACTOR       :SERVO OFF
DETAIL FACTOR 1   :ALARM STOP QUE

///INDEX 238
DATE              :2025/06/07 05:52:12
EVENT             :START
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :X2_8A-21A(90,0)_REV_O
LINE              :1323

///INDEX 239
DATE              :2025/06/07 05:21:50
EVENT             :PLAY MODE
LOGIN NAME        :melika

///INDEX 240
DATE              :2025/06/07 05:21:45
EVENT             :STOP
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :X2_8A-21A(90,0)_REV_O
LINE              :1323
STOP FACTOR       :DONE

///INDEX 241
DATE              :2025/06/07 05:21:45
EVENT             :NEXT
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :X2_8A-21A(90,0)_REV_O
LINE              :1323

///INDEX 242
DATE              :2025/06/07 05:21:45
EVENT             :STOP
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :X2_8A-21A(90,0)_REV_O
LINE              :1323
STOP FACTOR       :KEY OFF

///INDEX 243
DATE              :2025/06/07 05:21:44
EVENT             :NEXT
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :X2_8A-21A(90,0)_REV_O
LINE              :1323

///INDEX 244
DATE              :2025/06/07 05:21:42
EVENT             :STOP
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :X2_8A-21A(90,0)_REV_O
LINE              :1323
STOP FACTOR       :KEY OFF

///INDEX 245
DATE              :2025/06/07 05:21:41
EVENT             :NEXT
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :X2_8A-21A(90,0)_REV_O
LINE              :1323

///INDEX 246
DATE              :2025/06/07 05:21:40
EVENT             :STOP
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :X2_8A-21A(90,0)_REV_O
LINE              :1323
STOP FACTOR       :DONE

///INDEX 247
DATE              :2025/06/07 05:21:40
EVENT             :NEXT
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :X2_8A-21A(90,0)_REV_O
LINE              :1323

///INDEX 248
DATE              :2025/06/07 05:21:33
EVENT             :SAFETY FENCE OPEN
LOGIN NAME        :melika

///INDEX 249
DATE              :2025/06/07 05:21:33
EVENT             :SPEED OVERRIDE SETTING
LOGIN NAME        :melika
OVERRIDE STATUS   :INVALID
SPEED RATIO       :100

///INDEX 250
DATE              :2025/06/07 05:21:33
EVENT             :TEACH MODE
LOGIN NAME        :melika

///INDEX 251
DATE              :2025/06/07 05:21:28
EVENT             :LOGIN
LOGIN NAME        :melika

///INDEX 252
DATE              :2025/06/07 05:19:38
EVENT             :OTHER FILE EDT
LOGIN NAME        :
FILE NAME         :REGENERATION UNIT INFO
ELEMENT NUMBER    :1-40-0
BEFORE EDIT       :17094
AFTER EDIT        :17095

///INDEX 253
DATE              :2025/06/07 05:19:38
EVENT             :OTHER FILE EDT
LOGIN NAME        :
FILE NAME         :REGENERATION UNIT INFO
ELEMENT NUMBER    :1-39-0
BEFORE EDIT       :17094
AFTER EDIT        :17095

///INDEX 254
DATE              :2025/06/07 05:19:38
EVENT             :OTHER FILE EDT
LOGIN NAME        :
FILE NAME         :REGENERATION UNIT INFO
ELEMENT NUMBER    :1-38-0
BEFORE EDIT       :17094
AFTER EDIT        :17095

///INDEX 255
DATE              :2025/06/07 05:19:38
EVENT             :OTHER FILE EDT
LOGIN NAME        :
FILE NAME         :REGENERATION UNIT INFO
ELEMENT NUMBER    :1-37-0
BEFORE EDIT       :17094
AFTER EDIT        :17095

///INDEX 256
DATE              :2025/06/07 05:19:38
EVENT             :OTHER FILE EDT
LOGIN NAME        :
FILE NAME         :REGENERATION UNIT INFO
ELEMENT NUMBER    :1-36-0
BEFORE EDIT       :17094
AFTER EDIT        :17095

///INDEX 257
DATE              :2025/06/07 05:19:38
EVENT             :OTHER FILE EDT
LOGIN NAME        :
FILE NAME         :REGENERATION UNIT INFO
ELEMENT NUMBER    :1-35-0
BEFORE EDIT       :17094
AFTER EDIT        :17095

///INDEX 258
DATE              :2025/06/07 05:19:38
EVENT             :OTHER FILE EDT
LOGIN NAME        :
FILE NAME         :REGENERATION UNIT INFO
ELEMENT NUMBER    :1-34-0
BEFORE EDIT       :17094
AFTER EDIT        :17095

///INDEX 259
DATE              :2025/06/07 05:19:38
EVENT             :OTHER FILE EDT
LOGIN NAME        :
FILE NAME         :REGENERATION UNIT INFO
ELEMENT NUMBER    :1-33-0
BEFORE EDIT       :17094
AFTER EDIT        :17095

///INDEX 260
DATE              :2025/06/07 05:19:37
EVENT             :SAFETY FENCE OPEN
LOGIN NAME        :

///INDEX 261
DATE              :2025/06/07 05:19:37
EVENT             :START
LOGIN NAME        :melika
TASK              :#09
JOB NAME          :SYS-ACK
LINE              :0000

///INDEX 262
DATE              :2025/06/07 05:19:37
EVENT             :START
LOGIN NAME        :melika
TASK              :#08
JOB NAME          :SYSTEM
LINE              :0000

///INDEX 263
DATE              :2025/06/07 05:19:37
EVENT             :POWER ON
LOGIN NAME        :melika

///INDEX 264
DATE              :2025/06/06 22:13:23
EVENT             :POWER OFF
LOGIN NAME        :melika

///INDEX 265
DATE              :2025/06/06 22:13:23
EVENT             :STOP
LOGIN NAME        :melika
TASK              :#08
JOB NAME          :SYSTEM
LINE              :0015
STOP FACTOR       :POWER OFF

///INDEX 266
DATE              :2025/06/06 22:13:22
EVENT             :SAFETY FENCE OPEN
LOGIN NAME        :melika

///INDEX 267
DATE              :2025/06/06 22:13:08
EVENT             :STOP
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :X2_8A-21A(90,0)_REV_O
LINE              :1323
STOP FACTOR       :HOLD

///INDEX 268
DATE              :2025/06/06 22:06:31
EVENT             :START
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :X2_8A-21A(90,0)_REV_O
LINE              :1029

///INDEX 269
DATE              :2025/06/06 22:06:29
EVENT             :PLAY MODE
LOGIN NAME        :melika

///INDEX 270
DATE              :2025/06/06 22:06:28
EVENT             :STOP
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :X2_8A-21A(90,0)_REV_O
LINE              :1029
STOP FACTOR       :SERVO OFF
DETAIL FACTOR 1   :PP ENABLE SWITCH

///INDEX 271
DATE              :2025/06/06 22:06:27
EVENT             :TEST
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :X2_8A-21A(90,0)_REV_O
LINE              :1028

///INDEX 272
DATE              :2025/06/06 22:06:26
EVENT             :SAFETY FENCE OPEN
LOGIN NAME        :melika

///INDEX 273
DATE              :2025/06/06 22:06:26
EVENT             :SPEED OVERRIDE SETTING
LOGIN NAME        :melika
OVERRIDE STATUS   :INVALID
SPEED RATIO       :100

///INDEX 274
DATE              :2025/06/06 22:06:26
EVENT             :TEACH MODE
LOGIN NAME        :melika

///INDEX 275
DATE              :2025/06/06 22:04:49
EVENT             :STOP
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :X2_8A-21A(90,0)_REV_O
LINE              :1028
STOP FACTOR       :SERVO OFF
DETAIL FACTOR 1   :ALARM STOP QUE

///INDEX 276
DATE              :2025/06/06 22:04:04
EVENT             :START
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :X2_8A-21A(90,0)_REV_O
LINE              :0970

///INDEX 277
DATE              :2025/06/06 22:04:02
EVENT             :PLAY MODE
LOGIN NAME        :melika

///INDEX 278
DATE              :2025/06/06 22:04:02
EVENT             :STOP
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :X2_8A-21A(90,0)_REV_O
LINE              :0970
STOP FACTOR       :SERVO OFF
DETAIL FACTOR 1   :PP ENABLE SWITCH

///INDEX 279
DATE              :2025/06/06 22:04:01
EVENT             :TEST
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :X2_8A-21A(90,0)_REV_O
LINE              :0969

///INDEX 280
DATE              :2025/06/06 22:04:00
EVENT             :SAFETY FENCE OPEN
LOGIN NAME        :melika

///INDEX 281
DATE              :2025/06/06 22:04:00
EVENT             :SPEED OVERRIDE SETTING
LOGIN NAME        :melika
OVERRIDE STATUS   :INVALID
SPEED RATIO       :100

///INDEX 282
DATE              :2025/06/06 22:04:00
EVENT             :TEACH MODE
LOGIN NAME        :melika

///INDEX 283
DATE              :2025/06/06 22:01:52
EVENT             :STOP
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :X2_8A-21A(90,0)_REV_O
LINE              :0969
STOP FACTOR       :SERVO OFF
DETAIL FACTOR 1   :ALARM STOP QUE

///INDEX 284
DATE              :2025/06/06 21:29:12
EVENT             :START
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :MASTER_X2_5441372010_REV_O
LINE              :0000

///INDEX 285
DATE              :2025/06/06 21:29:09
EVENT             :SELECT JOB
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :MASTER_X2_5441372010_REV_O

///INDEX 286
DATE              :2025/06/06 21:08:59
EVENT             :SAFETY FENCE OPEN
LOGIN NAME        :melika

///INDEX 287
DATE              :2025/06/06 21:08:03
EVENT             :STOP
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :MASTER_X4
LINE              :0206
STOP FACTOR       :PAUSE COMM

///INDEX 288
DATE              :2025/06/06 19:58:33
EVENT             :START
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :OK_R2_O49(180,90)AWOK
LINE              :0202

///INDEX 289
DATE              :2025/06/06 19:58:31
EVENT             :PLAY MODE
LOGIN NAME        :melika

///INDEX 290
DATE              :2025/06/06 19:58:30
EVENT             :STOP
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :OK_R2_O49(180,90)AWOK
LINE              :0202
STOP FACTOR       :SERVO OFF
DETAIL FACTOR 1   :PP ENABLE SWITCH

///INDEX 291
DATE              :2025/06/06 19:58:29
EVENT             :TEST
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :OK_R2_O49(180,90)AWOK
LINE              :0201

///INDEX 292
DATE              :2025/06/06 19:58:28
EVENT             :SAFETY FENCE OPEN
LOGIN NAME        :melika

///INDEX 293
DATE              :2025/06/06 19:58:28
EVENT             :SPEED OVERRIDE SETTING
LOGIN NAME        :melika
OVERRIDE STATUS   :INVALID
SPEED RATIO       :100

///INDEX 294
DATE              :2025/06/06 19:58:28
EVENT             :TEACH MODE
LOGIN NAME        :melika

///INDEX 295
DATE              :2025/06/06 19:53:17
EVENT             :STOP
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :OK_R2_O49(180,90)AWOK
LINE              :0201
STOP FACTOR       :SERVO OFF
DETAIL FACTOR 1   :ALARM STOP QUE

///INDEX 296
DATE              :2025/06/06 19:08:02
EVENT             :START
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :KRIS6(-12_90)
LINE              :0187

///INDEX 297
DATE              :2025/06/06 19:07:59
EVENT             :PLAY MODE
LOGIN NAME        :melika

///INDEX 298
DATE              :2025/06/06 19:07:38
EVENT             :STOP
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :KRIS6(-12_90)
LINE              :0187
STOP FACTOR       :DONE

///INDEX 299
DATE              :2025/06/06 19:07:32
EVENT             :NEXT
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :KRIS6(-12_90)
LINE              :0187

///INDEX 300
DATE              :2025/06/06 19:07:31
EVENT             :STOP
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :KRIS6(-12_90)
LINE              :0187
STOP FACTOR       :KEY OFF

///INDEX 301
DATE              :2025/06/06 19:07:30
EVENT             :NEXT
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :KRIS6(-12_90)
LINE              :0187

///INDEX 302
DATE              :2025/06/06 19:07:29
EVENT             :STOP
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :KRIS6(-12_90)
LINE              :0187
STOP FACTOR       :KEY OFF

///INDEX 303
DATE              :2025/06/06 19:07:25
EVENT             :TEST
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :KRIS6(-12_90)
LINE              :0183

///INDEX 304
DATE              :2025/06/06 19:07:06
EVENT             :SPEED OVERRIDE SETTING
LOGIN NAME        :melika
OVERRIDE STATUS   :INVALID
SPEED RATIO       :100

///INDEX 305
DATE              :2025/06/06 19:07:06
EVENT             :TEACH MODE
LOGIN NAME        :melika

///INDEX 306
DATE              :2025/06/06 19:06:42
EVENT             :SAFETY FENCE OPEN
LOGIN NAME        :melika

///INDEX 307
DATE              :2025/06/06 19:04:02
EVENT             :STOP
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :KRIS6(-12_90)
LINE              :0182
STOP FACTOR       :SERVO OFF
DETAIL FACTOR 1   :MAIN CPU ALARM
DETAIL FACTOR 2   :RDY0 OFF

///INDEX 308
DATE              :2025/06/06 18:58:16
EVENT             :START
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :MASTER_X4
LINE              :0127

///INDEX 309
DATE              :2025/06/06 18:38:07
EVENT             :SAFETY FENCE OPEN
LOGIN NAME        :melika

///INDEX 310
DATE              :2025/06/06 18:37:33
EVENT             :STOP
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :MASTER_X4
LINE              :0127
STOP FACTOR       :PAUSE COMM

///INDEX 311
DATE              :2025/06/06 18:17:28
EVENT             :START
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :KRIS4(-224_-90)
LINE              :0293

///INDEX 312
DATE              :2025/06/06 18:17:25
EVENT             :PLAY MODE
LOGIN NAME        :melika

///INDEX 313
DATE              :2025/06/06 18:17:24
EVENT             :STOP
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :KRIS4(-224_-90)
LINE              :0293
STOP FACTOR       :SERVO OFF
DETAIL FACTOR 1   :PP ENABLE SWITCH

///INDEX 314
DATE              :2025/06/06 18:17:24
EVENT             :TEST
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :KRIS4(-224_-90)
LINE              :0291

///INDEX 315
DATE              :2025/06/06 18:17:22
EVENT             :SAFETY FENCE OPEN
LOGIN NAME        :melika

///INDEX 316
DATE              :2025/06/06 18:17:22
EVENT             :SPEED OVERRIDE SETTING
LOGIN NAME        :melika
OVERRIDE STATUS   :INVALID
SPEED RATIO       :100

///INDEX 317
DATE              :2025/06/06 18:17:22
EVENT             :TEACH MODE
LOGIN NAME        :melika

///INDEX 318
DATE              :2025/06/06 18:16:51
EVENT             :STOP
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :KRIS4(-224_-90)
LINE              :0291
STOP FACTOR       :SERVO OFF
DETAIL FACTOR 1   :ALARM STOP QUE

///INDEX 319
DATE              :2025/06/06 18:08:59
EVENT             :START
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :KRIS3(-160_-90)54
LINE              :0382

///INDEX 320
DATE              :2025/06/06 18:08:57
EVENT             :PLAY MODE
LOGIN NAME        :melika

///INDEX 321
DATE              :2025/06/06 18:08:55
EVENT             :STOP
LOGIN NAME        :melika
TASK              :#00
JOB NAME          :KRIS3(-160_-90)54
LINE              :0382
STOP FACTOR       :SERVO OFF
